log,label
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,Brute Force Attack
Session: 30546174_173636938 initialized by client WindowsUpdateAgent.,Normal Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
administrative privilege escalation detected,Privilege Escalation
mod_jk child workerEnv in error state 6,Suspicious Activity
Failed password for root from 187.141.143.180 port 38937 ssh2,Brute Force Attack
"Read out cached package applicability for package: Package_for_KB2545698~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",Normal Activity
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
"Read out cached package applicability for package: Package_for_KB2861698~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",Normal Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
jk2_init() Found child 5050 in scoreboard slot 8,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Failed password for root from 183.62.140.253 port 42564 ssh2,Brute Force Attack
mod_jk child workerEnv in error state 7,Suspicious Activity
"Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",Normal Activity
check pass; user unknown,Brute Force Attack
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
"Read out cached package applicability for package: Package_for_KB2912390~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",Normal Activity
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,Normal Activity
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
Session: 30546174_20448176 initialized by client WindowsUpdateAgent.,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
jk2_init() Found child 1390 in scoreboard slot 10,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
suspicious malware process detected,Malware Activity
connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:00 2005,Normal Activity
malware signature detected by security scanner,Malware Activity
Failed password for root from 183.62.140.253 port 44532 ssh2,Brute Force Attack
Failed password for root from 183.62.140.253 port 33233 ssh2,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Brute Force Attack
Warning: Unrecognized packageExtended attribute.,Normal Activity
session closed for user test,Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,Brute Force Attack
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=104.192.3.34,Brute Force Attack
connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,Suspicious Activity
session opened for user news by (uid=0),Normal Activity
irqbalance startup succeeded,Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122,Brute Force Attack
Failed password for root from 183.62.140.253 port 52269 ssh2,Brute Force Attack
check pass; user unknown,Brute Force Attack
jk2_init() Found child 353 in scoreboard slot 12,Normal Activity
jk2_init() Found child 1248 in scoreboard slot 7,Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
mod_jk child workerEnv in error state 6,Suspicious Activity
user guest attempted unauthorized root access,Privilege Escalation
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
jk2_init() Found child 5517 in scoreboard slot 6,Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Session: 30546354_2973972282 initialized by client WindowsUpdateAgent.,Normal Activity
"Read out cached package applicability for package: Package_for_KB2813430~31bf3856ad364e35~amd64~~6.1.1.4, ApplicableState: 112, CurrentState:112",Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
"Read out cached package applicability for package: Package_for_KB2864202~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",Normal Activity
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
Session: 30546174_93492354 initialized by client WindowsUpdateAgent.,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,Brute Force Attack
Failed password for root from 183.62.140.253 port 37047 ssh2,Brute Force Attack
"Read out cached package applicability for package: Package_for_KB3035017~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",Normal Activity
administrative privilege escalation detected,Privilege Escalation
reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Brute Force Attack
Warning: Unrecognized packageExtended attribute.,Normal Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,Normal Activity
ALERT exited abnormally with [1],Brute Force Attack
Failed password for root from 183.62.140.253 port 53021 ssh2,Brute Force Attack
connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:04 2005,Normal Activity
input_userauth_request: invalid user admin [preauth],Brute Force Attack
PAM 4 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=185.190.58.151,Brute Force Attack
elevated privileges granted to unauthorized user guest,Privilege Escalation
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
Received disconnect from 60.2.12.12: 11: Bye Bye [preauth],Brute Force Attack
Failed password for root from 183.62.140.253 port 50215 ssh2,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root,Brute Force Attack
notify question section contains no SOA,Normal Activity
input_userauth_request: invalid user postgres1 [preauth],Brute Force Attack
mod_jk child workerEnv in error state 6,Suspicious Activity
Connection closed by 185.190.58.151 [preauth],Brute Force Attack
unauthorized privilege escalation detected for user user1,Privilege Escalation
restart.,Normal Activity
"Read out cached package applicability for package: Package_for_KB2729452~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",Normal Activity
connection from 211.167.68.59 () at Sat Jun 25 19:25:34 2005,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Brute Force Attack
elevated privileges granted to unauthorized user guest,Privilege Escalation
"Read out cached package applicability for package: Package_for_KB3161561~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
jk2_init() Found child 4936 in scoreboard slot 6,Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
jk2_init() Found child 32529 in scoreboard slot 6,Normal Activity
user user1 attempted unauthorized root access,Privilege Escalation
Session: 30546354_2971152121 initialized by client WindowsUpdateAgent.,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,Brute Force Attack
ALERT exited abnormally with [1],Brute Force Attack
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Normal Activity
Session: 30546174_49059813 initialized by client WindowsUpdateAgent.,Normal Activity
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,Normal Activity
Failed password for invalid user matlab from 52.80.34.196 port 46199 ssh2,Brute Force Attack
user admin gained administrative privileges,Privilege Escalation
restart.,Normal Activity
elevated privileges granted to unauthorized user guest,Privilege Escalation
sudo access used by unauthorized account unknown,Privilege Escalation
mod_jk child workerEnv in error state 6,Suspicious Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
session opened for user test by (uid=509),Normal Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
session closed for user news,Suspicious Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,Brute Force Attack
Received SNMP packet(s) from 67.170.148.126,Brute Force Attack
"Read out cached package applicability for package: Package_for_KB2579686~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",Normal Activity
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Normal Activity
"Read out cached package applicability for package: Package_for_KB2532531~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",Normal Activity
"Read out cached package applicability for package: Package_for_KB3076949~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",Normal Activity
Failed password for root from 183.62.140.253 port 36335 ssh2,Brute Force Attack
Session: 30546174_144435268 initialized by client WindowsUpdateAgent.,Normal Activity
malicious file detected on system,Malware Activity
Failed password for root from 187.141.143.180 port 36902 ssh2,Brute Force Attack
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122,Brute Force Attack
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
cupsd startup succeeded,Suspicious Activity
unauthorized privilege escalation detected for user admin,Privilege Escalation
Failed password for invalid user magnos from 187.141.143.180 port 55517 ssh2,Brute Force Attack
Session: 30546174_35659046 initialized by client WindowsUpdateAgent.,Normal Activity
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,Normal Activity
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
user user1 attempted unauthorized root access,Privilege Escalation
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,Brute Force Attack
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Failed password for root from 183.62.140.253 port 43414 ssh2,Brute Force Attack
Failed password for root from 183.62.140.253 port 35876 ssh2,Brute Force Attack
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Session: 30546354_2833204231 initialized by client WindowsUpdateAgent.,Normal Activity
Session: 30546174_27548582 initialized by client WindowsUpdateAgent.,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
jk2_init() Found child 5484 in scoreboard slot 7,Normal Activity
notify question section contains no SOA,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Session: 30546354_3008494257 initialized by client WindowsUpdateAgent.,Normal Activity
Session: 30546174_107523157 initialized by client WindowsUpdateAgent.,Normal Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
Failed password for root from 183.62.140.253 port 49468 ssh2,Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
jk2_init() Found child 1219 in scoreboard slot 6,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Brute Force Attack
reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Brute Force Attack
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,Normal Activity
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,Normal Activity
jk2_init() Found child 4617 in scoreboard slot 7,Normal Activity
sdpd v1.5 started,Normal Activity
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
